name,steam_appid,detailed_description,about_the_game,short_description,total_recommendations
Symphony Of Motion,2010920,"<img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010920/extras/Slide.gif?t=1680677879"" /><h2 class=""bb_tag"">WHAT´S THIS ALL ABOUT?</h2>Symphony Of Motion offers a new unique way to create and experience music without the need for any prior musical knowledge. Whether you're a seasoned musician or a complete beginner, this is a new and intuitive way to create and experience music. In its simplest form, you just move your hands around to create unique sounds, melodies, and rhythms. There are no “wrong” notes to worry about (as you always play in a specific scale) and you can always stay on perfect tempo with the build-in perfect timing assistant. For the more experienced musicians, it also offers new levels of expressional depth with its unique motion-based synthesizer modulation, multi-pitching drums/melodic pads, a lot of customization options, a built-in looper, and a drum kit creator.<h2 class=""bb_tag"">LIVE MOTION-BASED SYNTH MODULATION</h2>Symphony Of Motion offers a new level of depth to musical expression, as the sounds follow the movements of your hands like an orchestra follows the movement of it's conductor. You can dual play and live modulate any of the 100+ synthesizers with acceleration, angular acceleration, position and rotation - plus there are multiple different motions to modulation options to choose from that all sound different.<h2 class=""bb_tag"">LIVE DRUM PITCH SHIFTING</h2>You can play any drum sample at a varying pitch by tilting your wrist to different angles while playing. This gives you the ability to play unique and fresh-sounding beats with an added layer of depth in your expression.<br><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010920/extras/drums_1.gif?t=1680677879"" /><h2 class=""bb_tag"">MELODIC PADS</h2>Melodic pads are percussion pads that play musical notes rather than drum hits. For example, you could create a multi-octave xylophone, orchestral drum, or cowbell set in any note or scale you want. Melodic pads also have varying pitches, so one pad can play many different notes by changing the angle of your wrist or by transposing it by pressing down on the trigger button. This allows you to play a multi-octave melody - just by hitting a single melodic pad!<br><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010920/extras/perc.gif?t=1680677879"" /><h2 class=""bb_tag"">DRUMKIT BUILDER</h2>You can duplicate, reposition, scale, change pitch/volume/color/shape/settings, and the sample of any drum and melodic pad to make your own dream kits.<h2 class=""bb_tag"">LOOPER</h2>You can record, cancel and undo previous recordings with the build-in one-button looper. There's also a view where you can adjust the volume, stop or delete any previously made recordings. You can also visualize any synthesizer recording so that you can see what was being played while the loop was being recorded. <br><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010920/extras/Twirlys_1.gif?t=1680677879"" /><h2 class=""bb_tag"">PITCH BENDING</h2>While playing the synthesizer you can pitch bend from any note to any other note or play totally fretless.<h2 class=""bb_tag"">FEATURES</h2><ul class=""bb_ul""><li> <strong>Build in tutorials that guide you on your journey</strong><br></li><li> <strong>Drum and melodic percussion kit builder</strong><br></li><li> <strong>Large selection of motion reactive synthesizers and different modulation options to choose from</strong><br></li><li> <strong>Live pitch shifting drums</strong><br></li><li> <strong>Multi pitched melodic percussion pads</strong><br></li><li> <strong>Easy to use one button looper</strong><br></li><li> <strong>Recorded loops overview and volume control</strong><br></li><li> <strong>Perfect tempo automation (Quantization)</strong><br></li><li> <strong>Many customization options</strong><br></li><li> <strong>Mesmerizing audio-reactive environment</strong></li></ul>","<img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010920/extras/Slide.gif?t=1680677879"" /><h2 class=""bb_tag"">WHAT´S THIS ALL ABOUT?</h2>Symphony Of Motion offers a new unique way to create and experience music without the need for any prior musical knowledge. Whether you're a seasoned musician or a complete beginner, this is a new and intuitive way to create and experience music. In its simplest form, you just move your hands around to create unique sounds, melodies, and rhythms. There are no “wrong” notes to worry about (as you always play in a specific scale) and you can always stay on perfect tempo with the build-in perfect timing assistant. For the more experienced musicians, it also offers new levels of expressional depth with its unique motion-based synthesizer modulation, multi-pitching drums/melodic pads, a lot of customization options, a built-in looper, and a drum kit creator.<h2 class=""bb_tag"">LIVE MOTION-BASED SYNTH MODULATION</h2>Symphony Of Motion offers a new level of depth to musical expression, as the sounds follow the movements of your hands like an orchestra follows the movement of it's conductor. You can dual play and live modulate any of the 100+ synthesizers with acceleration, angular acceleration, position and rotation - plus there are multiple different motions to modulation options to choose from that all sound different.<h2 class=""bb_tag"">LIVE DRUM PITCH SHIFTING</h2>You can play any drum sample at a varying pitch by tilting your wrist to different angles while playing. This gives you the ability to play unique and fresh-sounding beats with an added layer of depth in your expression.<br><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010920/extras/drums_1.gif?t=1680677879"" /><h2 class=""bb_tag"">MELODIC PADS</h2>Melodic pads are percussion pads that play musical notes rather than drum hits. For example, you could create a multi-octave xylophone, orchestral drum, or cowbell set in any note or scale you want. Melodic pads also have varying pitches, so one pad can play many different notes by changing the angle of your wrist or by transposing it by pressing down on the trigger button. This allows you to play a multi-octave melody - just by hitting a single melodic pad!<br><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010920/extras/perc.gif?t=1680677879"" /><h2 class=""bb_tag"">DRUMKIT BUILDER</h2>You can duplicate, reposition, scale, change pitch/volume/color/shape/settings, and the sample of any drum and melodic pad to make your own dream kits.<h2 class=""bb_tag"">LOOPER</h2>You can record, cancel and undo previous recordings with the build-in one-button looper. There's also a view where you can adjust the volume, stop or delete any previously made recordings. You can also visualize any synthesizer recording so that you can see what was being played while the loop was being recorded. <br><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010920/extras/Twirlys_1.gif?t=1680677879"" /><h2 class=""bb_tag"">PITCH BENDING</h2>While playing the synthesizer you can pitch bend from any note to any other note or play totally fretless.<h2 class=""bb_tag"">FEATURES</h2><ul class=""bb_ul""><li> <strong>Build in tutorials that guide you on your journey</strong><br></li><li> <strong>Drum and melodic percussion kit builder</strong><br></li><li> <strong>Large selection of motion reactive synthesizers and different modulation options to choose from</strong><br></li><li> <strong>Live pitch shifting drums</strong><br></li><li> <strong>Multi pitched melodic percussion pads</strong><br></li><li> <strong>Easy to use one button looper</strong><br></li><li> <strong>Recorded loops overview and volume control</strong><br></li><li> <strong>Perfect tempo automation (Quantization)</strong><br></li><li> <strong>Many customization options</strong><br></li><li> <strong>Mesmerizing audio-reactive environment</strong></li></ul>","An innovative musical playground that turns your motion into music. Featuring a large selection of motion-reactive synthesizers, multi-pitched drum and melodic percussion pads, a built-in looper, and a drum kit builder that will keep you jamming for hours on end.",0
TRESPASSER 2,2010930,"A dark and hidden secret is about to be uncovered for the very first time. You are breaking into TRESPASSER's house, the man who tormented you years ago when you were a child. Deciding to seek vengeance, you are going to put an end to his story and finally discover a generations-long secret that only TRESPASSER knows about. With multiple endings, dialogue snippets, secrets, extras, and so much more, there are lots of pieces to this puzzle to put together.<br><br><strong><h2 class=""bb_tag"">Gameplay Features:</h2></strong><br><ul class=""bb_ul""><li> Break into TRESPASSER's house in multiple ways. Use a ladder and climb on top of the roof and enter through one of two windows, lockpick either the front or garage door, or create a distraction and lead the TRESPASSER outside! The choices are yours to make.<br></li><li> Interact with several different objects to help you progress further into the game. This includes digging up a key that leads you into one room, finding a code to unlock a safe, and much more.<br></li><li> The TRESPASSER can duplicate himself up to five times each game. Will you be able to avoid them all?<br></li><li> Three different weapons to choose from to attack TRESPASSER with. Choose from a hammer, sickle, or find ten nails to craft a different kind of weapon with a broom!<br></li><li> Choose from three different difficulties: Easy, Medium, Hard to challenge your gameplay experience.<br></li><li> Many dialogue snippets to improve immersion.</li></ul><br><strong><h2 class=""bb_tag"">Extra Features:</h2></strong><br><ul class=""bb_ul""><li> Find seventy different collectibles ranging from three different categories. Some collectibles can be found out in the open, some are more secretive, and some require you to listen closely to find them!<br></li><li> Unlock Custom Mode after beating the game at least once and dictate gameplay elements such as the speed of the player or enemy, weapon attack damage, invisibility, and much more!<br></li><li> Unlock Endless Mode after completing one of the three collectible sets. This mode can be played on Easy, Medium, or Hard mode! That means there are three different high scores you can beat. How long can you last?<br></li><li> Sixteen different cheat codes to help you mess around with the game's mechanics for your enjoyment.</li></ul>","A dark and hidden secret is about to be uncovered for the very first time. You are breaking into TRESPASSER's house, the man who tormented you years ago when you were a child. Deciding to seek vengeance, you are going to put an end to his story and finally discover a generations-long secret that only TRESPASSER knows about. With multiple endings, dialogue snippets, secrets, extras, and so much more, there are lots of pieces to this puzzle to put together.<br><br><strong><h2 class=""bb_tag"">Gameplay Features:</h2></strong><br><ul class=""bb_ul""><li> Break into TRESPASSER's house in multiple ways. Use a ladder and climb on top of the roof and enter through one of two windows, lockpick either the front or garage door, or create a distraction and lead the TRESPASSER outside! The choices are yours to make.<br></li><li> Interact with several different objects to help you progress further into the game. This includes digging up a key that leads you into one room, finding a code to unlock a safe, and much more.<br></li><li> The TRESPASSER can duplicate himself up to five times each game. Will you be able to avoid them all?<br></li><li> Three different weapons to choose from to attack TRESPASSER with. Choose from a hammer, sickle, or find ten nails to craft a different kind of weapon with a broom!<br></li><li> Choose from three different difficulties: Easy, Medium, Hard to challenge your gameplay experience.<br></li><li> Many dialogue snippets to improve immersion.</li></ul><br><strong><h2 class=""bb_tag"">Extra Features:</h2></strong><br><ul class=""bb_ul""><li> Find seventy different collectibles ranging from three different categories. Some collectibles can be found out in the open, some are more secretive, and some require you to listen closely to find them!<br></li><li> Unlock Custom Mode after beating the game at least once and dictate gameplay elements such as the speed of the player or enemy, weapon attack damage, invisibility, and much more!<br></li><li> Unlock Endless Mode after completing one of the three collectible sets. This mode can be played on Easy, Medium, or Hard mode! That means there are three different high scores you can beat. How long can you last?<br></li><li> Sixteen different cheat codes to help you mess around with the game's mechanics for your enjoyment.</li></ul>","Multiple endings, secrets, dialogue snippets, and more--discover the hidden secrets that the TRESPASSER has been hiding for years and finally put an end to the torment he has created for so long. Will you seek vengeance and put an end to his story?",0
Obscure Annals of Dynasty Playtest,2010950,,,,0
Downtown Jam,2010960,"<img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010960/extras/wrrZDs.gif?t=1657542063"" /><br><br>In Downtown Jam, pull off a selection of stylish tricks and grinds to make yourself a nuisance to the corporate overlords running your city. From the chilled-out tutorial zone, into the cities center and then out into the dark, industrial Old Town.<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010960/extras/DJGif02.gif?t=1657542063"" /><br><br>Revolt against Dr. Taste’s evil soda corporation by shredding the streets on your skateboard! Kickflip, grind and wall-ride your way downtown and beat your friends on the leaderboard!<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010960/extras/steamgif1_1.gif?t=1657542063"" /><br><br>•	Customize your cool cat with different Skateboards, outfits and character skins.<br>•	3 levels of non-stop tricking and grinding.<br>•	A simplified control scheme throwing back to the Skateboarding games of yore.<br>•	Try and reach the highest score on our global in-game leaderboard.<br><br>This game was created by nine university students studying Games Development at the University of Gloucestershire.","<img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010960/extras/wrrZDs.gif?t=1657542063"" /><br><br>In Downtown Jam, pull off a selection of stylish tricks and grinds to make yourself a nuisance to the corporate overlords running your city. From the chilled-out tutorial zone, into the cities center and then out into the dark, industrial Old Town.<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010960/extras/DJGif02.gif?t=1657542063"" /><br><br>Revolt against Dr. Taste’s evil soda corporation by shredding the streets on your skateboard! Kickflip, grind and wall-ride your way downtown and beat your friends on the leaderboard!<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010960/extras/steamgif1_1.gif?t=1657542063"" /><br><br>•	Customize your cool cat with different Skateboards, outfits and character skins.<br>•	3 levels of non-stop tricking and grinding.<br>•	A simplified control scheme throwing back to the Skateboarding games of yore.<br>•	Try and reach the highest score on our global in-game leaderboard.<br><br>This game was created by nine university students studying Games Development at the University of Gloucestershire.","Revolt against Dr. Taste’s evil soda corporation by shredding the streets on your skateboard! Kickflip, grind and wall-ride your way downtown and beat your friends on the leaderboard! Trick and grind your way onto the leaderboards or wipe trying.",0
Nuwa,2010980,"Welcome aboard the outer space exploration spaceship, Nuwa.<br>Nuwa is a sci-fi strategy game that focuses on the creation of creatures. You will pilot the spaceship Nuwa, to explore an unknown galaxy, witness the wonders of bizarre animals and the remains of civilizations, look for habitable planets for human immigration, and create creatures to help you transform the planet's environment.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/2yyy.gif?t=1683698156"" /><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/1y.png?t=1683698156"" /><br>Our destination is an unknown galaxy, where there may be Earth-like planets like our home planet, or gaseous planets similar to Jupiter; or there may be bizarre animals you have never seen before, as well as those unknown alien civilizations. Anyway, you will take with you limited supplies and facilities and check it out. You are the warrior of mankind and the pioneer who carries all responsibilities, because it is a road of no return, but the situation of mankind is in emergency. With the expectations and anxieties of the people, set sail.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/生物繁殖GIF_608.gif?t=1683698156"" /><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/星球变化GIF_608.gif?t=1683698156"" /><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/2y.png?t=1683698156"" /><br>A biological laboratory was specifically designed in constructing the spaceship. On the spaceship, you can create and cultivate creatures that can transform the unknown environment through genetic technology to help us implement our immigration plan. But remember, no species can survive alone, which is an unchanging law. For this reason, you may also need to create a set of ecosystem and balance the population of the organisms. But human genetic technology has been stagnant for so long that you may need to get through it on your own. Perhaps taking the only remaining tiny creatures from your home planets and putting them into very different environments for cultivation could bring about some hope.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/地面变化GIF_608.gif?t=1683698156"" /><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/3y.png?t=1683698156"" /><br>At the time when the wormhole to the outer universe was detected, another set of strange photoelectric signals was also detected. The results of the analysis showed that these signals are likely to be sent by intelligent individuals. But we have not received any similar signals in the years since then. Perhaps you will make some unexpected discoveries when you arrive at your destination. If you want to investigate, whether it's an alien civilization or an indigenous creature, remember to take protective measures.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/发现建筑GIF_608.gif?t=1683698156"" />","Welcome aboard the outer space exploration spaceship, Nuwa.<br>Nuwa is a sci-fi strategy game that focuses on the creation of creatures. You will pilot the spaceship Nuwa, to explore an unknown galaxy, witness the wonders of bizarre animals and the remains of civilizations, look for habitable planets for human immigration, and create creatures to help you transform the planet's environment.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/2yyy.gif?t=1683698156"" /><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/1y.png?t=1683698156"" /><br>Our destination is an unknown galaxy, where there may be Earth-like planets like our home planet, or gaseous planets similar to Jupiter; or there may be bizarre animals you have never seen before, as well as those unknown alien civilizations. Anyway, you will take with you limited supplies and facilities and check it out. You are the warrior of mankind and the pioneer who carries all responsibilities, because it is a road of no return, but the situation of mankind is in emergency. With the expectations and anxieties of the people, set sail.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/生物繁殖GIF_608.gif?t=1683698156"" /><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/星球变化GIF_608.gif?t=1683698156"" /><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/2y.png?t=1683698156"" /><br>A biological laboratory was specifically designed in constructing the spaceship. On the spaceship, you can create and cultivate creatures that can transform the unknown environment through genetic technology to help us implement our immigration plan. But remember, no species can survive alone, which is an unchanging law. For this reason, you may also need to create a set of ecosystem and balance the population of the organisms. But human genetic technology has been stagnant for so long that you may need to get through it on your own. Perhaps taking the only remaining tiny creatures from your home planets and putting them into very different environments for cultivation could bring about some hope.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/地面变化GIF_608.gif?t=1683698156"" /><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/3y.png?t=1683698156"" /><br>At the time when the wormhole to the outer universe was detected, another set of strange photoelectric signals was also detected. The results of the analysis showed that these signals are likely to be sent by intelligent individuals. But we have not received any similar signals in the years since then. Perhaps you will make some unexpected discoveries when you arrive at your destination. If you want to investigate, whether it's an alien civilization or an indigenous creature, remember to take protective measures.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010980/extras/发现建筑GIF_608.gif?t=1683698156"" />","Nvwa is a Sci-Fi Strategy Game. Explore an unknown galaxy, discover alien civilization relic and incredible giants, make creatures to help you terraform the planets.",0
King Pig,2011010,"When the King of all pigs gets down to business, no one is hurt. Protect all peasant pings! There will be no pork on the dinner table today!<br><br>&quot;King Pig&quot; is an old-school top down arcade game. Your main goal is to save pigs from butchers. Be careful, butchers` saws must not hurt the pigs - dodge the saw with your heavy-duty cloak and kill all butchers!<br><br><strong>Game Features:</strong><br><ul class=""bb_ul""><li> Beautiful pixel art visuals<br></li><li> Simple controls<br></li><li> Steam Achievements support<br></li><li> Nice OST<br></li><li> Many challenging levels</li></ul>","When the King of all pigs gets down to business, no one is hurt. Protect all peasant pings! There will be no pork on the dinner table today!<br><br>&quot;King Pig&quot; is an old-school top down arcade game. Your main goal is to save pigs from butchers. Be careful, butchers` saws must not hurt the pigs - dodge the saw with your heavy-duty cloak and kill all butchers!<br><br><strong>Game Features:</strong><br><ul class=""bb_ul""><li> Beautiful pixel art visuals<br></li><li> Simple controls<br></li><li> Steam Achievements support<br></li><li> Nice OST<br></li><li> Many challenging levels</li></ul>","&quot;King Pig&quot; is an old-school top down arcade game. Your main goal is to save pigs from butchers. Be careful, butchers` saws must not hurt the pigs - dodge the saw with your heavy-duty cloak and kill all butchers!",0
Tawako The Forest Hedgehog,2011080,"<h1>Related games</h1><p>Hi! You can find Valera's game here:<br><a href=""https://store.steampowered.com/app/1960100/Valera_The_Drunken_Lobster"" target=""_blank"" rel=""""  id=""dynamiclink_0"" >https://store.steampowered.com/app/1960100/Valera_The_Drunken_Lobster</a></p><br><h1>About the Game</h1>This game will remind you of old-style Arkanoid-like or &quot;pong&quot; games.<br>Your task is to prevent the ball from falling by controlling the Hedgehog named Tawako.<br>By catching fruits you can get bonuses or power-ups hidden in special blocks.<br><br><br>Key features:<br><ul class=""bb_ul""><li> Peaceful design and relaxing music.<br></li><li> You can get bonuses by collecting falling fruits and nuts. Do not miss them!<br></li><li> The longer you keep the ball from falling, the faster it moves. Be careful!<br></li><li> Collect all letters to reveal a secret! </li></ul>","This game will remind you of old-style Arkanoid-like or &quot;pong&quot; games.<br>Your task is to prevent the ball from falling by controlling the Hedgehog named Tawako.<br>By catching fruits you can get bonuses or power-ups hidden in special blocks.<br><br><br>Key features:<br><ul class=""bb_ul""><li> Peaceful design and relaxing music.<br></li><li> You can get bonuses by collecting falling fruits and nuts. Do not miss them!<br></li><li> The longer you keep the ball from falling, the faster it moves. Be careful!<br></li><li> Collect all letters to reveal a secret! </li></ul>",Help Tawako to go through the forest and collect fruits in this Arkanoid-like game.,0
Space Major Miner,2011100,"An asteroid field of full of wealth awaits you! The only problem... the cosmic abominations that dwell in the depths. Use the the resources you mine to upgrade your equipment and perhaps you'll be able to clear the belt of the monstrosities and claim ownership for yourself!<br><br><ul class=""bb_ul""><li>Explore and mine procedurally generated asteroids<br></li><li>Choose your own path through a randomly generated asteroid field<br></li><li>Spend resources to advance and upgrade your equipment using an in depth tech-tree<br></li><li>Blast cosmic abominations into the next dimension<br></li><li>Rock out to a headbanging soundtrack<br></li><li>Overcome unique and challenging boss fights</li></ul>","An asteroid field of full of wealth awaits you! The only problem... the cosmic abominations that dwell in the depths. Use the the resources you mine to upgrade your equipment and perhaps you'll be able to clear the belt of the monstrosities and claim ownership for yourself!<br><br><ul class=""bb_ul""><li>Explore and mine procedurally generated asteroids<br></li><li>Choose your own path through a randomly generated asteroid field<br></li><li>Spend resources to advance and upgrade your equipment using an in depth tech-tree<br></li><li>Blast cosmic abominations into the next dimension<br></li><li>Rock out to a headbanging soundtrack<br></li><li>Overcome unique and challenging boss fights</li></ul>","Space is dark and full of terror... and raw resources! Mine asteroids, upgrade your equipment and blast cosmic aliens.",0
Adventure Submarine Uss 101,2011110,"this is a shooting game like the spaceships, , face underwater battles and destroy your enemies and save the earth from total destruction.<br />
there will be 5 stages and two different endings, it all depends on your ability in combat to save the earth from forces that don't seem  what they really are...!!!<br />
good luck...!!!","this is a shooting game like the spaceships, , face underwater battles and destroy your enemies and save the earth from total destruction.<br />
there will be 5 stages and two different endings, it all depends on your ability in combat to save the earth from forces that don't seem  what they really are...!!!<br />
good luck...!!!","This is an action game , in which you have to control a submarine with the objective of destroy a terrorist group , that is about to launch a nuclear rocket and explode it in the stratosphere",0
Blast Off Far Away,2010150,"<img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010150/extras/Abouthisgame.png?t=1670242752"" /><br><br>You are TAYGAHLOO, a proud astronaut who has just been launched into deep space on a vital mission to bring the hit cryptocurrency, Squid Coin, TO THE MOON!<br><br>Literally.<br><br>However, your spaceship has CRASHED, leaving you stranded in space. Worst of all, these weird SPACE SQUIDS have all come out of hiding to steal your precious limited supply of OXYGEN. You will have to maneuver from planet to planet using your trusty SPACE GUN &amp; mighty GRAPPLING HOOK to make it out alive. With a never ending assault of squids and an ever-increasing difficulty, you will have to master these mechanics in order to survive. Hopefully by the time you get back home, your cat, Joe, hasn't emptied out the kitchen.<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010150/extras/Gamefeatures.png?t=1670242752"" /><br><br><ul class=""bb_ul""><li>Leap from planet to planet to replenish your ever-dwindling oxygen using your trusty space gun!<br></li><li>Fight against an ever increasing number of enemies in an ever expanding map!<br></li><li>Upgrade your abilities and weapons with your hard earned crypto-coins in the shop to improve your odds of survival!</li></ul><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010150/extras/Aboutdevelopment.png?t=1670242752"" /><br><br>This game was developed as a student project at DigiPen Institute of Technology and was created for educational purposes only. Please check out our publisher page for more information.","<img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010150/extras/Abouthisgame.png?t=1670242752"" /><br><br>You are TAYGAHLOO, a proud astronaut who has just been launched into deep space on a vital mission to bring the hit cryptocurrency, Squid Coin, TO THE MOON!<br><br>Literally.<br><br>However, your spaceship has CRASHED, leaving you stranded in space. Worst of all, these weird SPACE SQUIDS have all come out of hiding to steal your precious limited supply of OXYGEN. You will have to maneuver from planet to planet using your trusty SPACE GUN &amp; mighty GRAPPLING HOOK to make it out alive. With a never ending assault of squids and an ever-increasing difficulty, you will have to master these mechanics in order to survive. Hopefully by the time you get back home, your cat, Joe, hasn't emptied out the kitchen.<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010150/extras/Gamefeatures.png?t=1670242752"" /><br><br><ul class=""bb_ul""><li>Leap from planet to planet to replenish your ever-dwindling oxygen using your trusty space gun!<br></li><li>Fight against an ever increasing number of enemies in an ever expanding map!<br></li><li>Upgrade your abilities and weapons with your hard earned crypto-coins in the shop to improve your odds of survival!</li></ul><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2010150/extras/Aboutdevelopment.png?t=1670242752"" /><br><br>This game was developed as a student project at DigiPen Institute of Technology and was created for educational purposes only. Please check out our publisher page for more information.","Shoot to move, move to live, live to shoot! Blast Off Far Away (B.O.F.A.) is a space-themed, top-down arena shooter, with a focus on fast-paced arcade-esque gameplay, with the unique twist where movement is limited through the use of the player's gun.",0
Chuhou Joutai 3: Three Nights of Scarlet Abscess,2010200,"<strong>Pandemonium will break loose if you don't unleash your rage.</strong><br><br>Time will refuse to forget the horrifying, bloody destiny the Kozanese Royal Family has gone through. And the civil war in Kozan is being prolonged by SPASDOT's efforts to eliminate the monarchy. Their leader, Fred Fawkes, has gone into hiding and never to be seen by anyone who isn't affiliated with SPASDOT. Hearthcliffe has brought in his distant cousin, the vampiress Violetta Scarlet, alongside three others with one simple goal in mind: eliminate Susumu Takajima. But he will never allow that to happen! To confront this dangerous organization, he is in need of additional help.<br><br>As the battle unfolds, four individuals are now in the Unforgettable. Only half of them are experienced but are bold. The leader, Susumu Takajima, is a fighter-in-training who has defeated SPASDOT twice. Another, Ryuta Shigematsu, appears to be an archer practicing kyudo who is now going to use his skills against SPASDOT. Two girls that stand by their side are Kagami Ochiai and Kumiko Uchida - both of whom are apprentice magicians trained by the Kozanese Royal Family. The new recruits have been foretold some time ago. Whether you're alone or with a friend, you must swim through the sea and forests, evade more danmaku, and defeat Violetta Scarlet!<br><br>This is the world's most powerful danmaku game.<h2 class=""bb_tag"">Features</h2><ul class=""bb_ul""><li>Retro-inspired graphics influenced by the golden era of arcade games<br></li><li>Four playable characters with a co-op mode<br></li><li>Simplified gameplay for newcomers, as well as easy to learn and intuitive controls<br></li><li>Hilarious dialogue with a brand new anime-inspired art direction</li></ul>","<strong>Pandemonium will break loose if you don't unleash your rage.</strong><br><br>Time will refuse to forget the horrifying, bloody destiny the Kozanese Royal Family has gone through. And the civil war in Kozan is being prolonged by SPASDOT's efforts to eliminate the monarchy. Their leader, Fred Fawkes, has gone into hiding and never to be seen by anyone who isn't affiliated with SPASDOT. Hearthcliffe has brought in his distant cousin, the vampiress Violetta Scarlet, alongside three others with one simple goal in mind: eliminate Susumu Takajima. But he will never allow that to happen! To confront this dangerous organization, he is in need of additional help.<br><br>As the battle unfolds, four individuals are now in the Unforgettable. Only half of them are experienced but are bold. The leader, Susumu Takajima, is a fighter-in-training who has defeated SPASDOT twice. Another, Ryuta Shigematsu, appears to be an archer practicing kyudo who is now going to use his skills against SPASDOT. Two girls that stand by their side are Kagami Ochiai and Kumiko Uchida - both of whom are apprentice magicians trained by the Kozanese Royal Family. The new recruits have been foretold some time ago. Whether you're alone or with a friend, you must swim through the sea and forests, evade more danmaku, and defeat Violetta Scarlet!<br><br>This is the world's most powerful danmaku game.<h2 class=""bb_tag"">Features</h2><ul class=""bb_ul""><li>Retro-inspired graphics influenced by the golden era of arcade games<br></li><li>Four playable characters with a co-op mode<br></li><li>Simplified gameplay for newcomers, as well as easy to learn and intuitive controls<br></li><li>Hilarious dialogue with a brand new anime-inspired art direction</li></ul>",Pandemonium will break loose if you don't unleash your rage.,0
